ID	root2tip_variance	tree_legnth	spTr_bipartition	sap	Ixonanthes	Galearia	Drypetes	Euphorb	ER	outgroup	total
1927.inclade1.ortho1.tre	0.00920607	3.89517	0.292682927	4	1	1	1	2	2	2	13
2149.inclade1.ortho1.tre	0.0153282	3.99372	0.243902439	3	1	1	1	2	2	2	12
2173.inclade1.ortho1.tre	0.0176997	4.22632	0.268292683	3	1	1	1	2	2	2	12
2267.inclade1.ortho1.tre	0.0186332	5.13613	0.390243902	4	1	1	1	2	2	2	13
2379.inclade1.ortho1.tre	0.0421989	6.42563	0.219512195	4	1	1	1	2	2	2	13
2384.inclade1.ortho1.tre	0.00700055	4.12062	0.292682927	1	1	1	1	2	2	2	10
2417.inclade1.ortho1.tre	0.0184259	5.12319	0.268292683	4	1	1	1	2	2	2	13
2578.inclade1.ortho1.tre	0.00902767	5.20962	0.463414634	4	1	1	1	2	2	2	13
2598.inclade1.ortho1.tre	0.0136062	5.65421	0.43902439	3	1	1	1	2	2	2	12
2637.inclade1.ortho1.tre	0.0174627	4.6598	0.43902439	4	1	1	1	2	2	2	13
2648.inclade1.ortho1.tre	0.0189278	5.65076	0.43902439	4	1	1	1	2	2	2	13
2698.inclade1.ortho1.tre	0.0331609	2.67556	0.317073171	4	1	1	1	2	2	2	13
2878.inclade1.ortho1.tre	0.0506217	6.8382	0.195121951	3	1	1	1	2	2	2	12
2892.inclade1.ortho1.tre	0.00623192	4.09685	0.414634146	4	1	1	1	2	2	2	13
2904.inclade1.ortho1.tre	0.00992031	4.14152	0.43902439	4	1	1	1	2	2	2	13
2947.inclade1.ortho1.tre	0.0153074	2.68571	0.341463415	4	1	1	1	2	2	2	13
2987.inclade1.ortho1.tre	0.00666078	3.5005	0.292682927	2	1	1	1	2	2	2	11
3025.inclade1.ortho1.tre	0.0107066	2.60517	0.317073171	4	1	1	1	2	2	2	13
3031.inclade1.ortho1.tre	0.0180002	5.39535	0.43902439	3	1	1	1	2	2	2	12
3032.inclade1.ortho1.tre	0.0194921	5.35636	0.43902439	4	1	1	1	2	2	2	13
3034.inclade1.ortho1.tre	0.015227	5.18686	0.219512195	3	1	1	1	2	2	2	12
3038.inclade1.ortho1.tre	0.00466444	5.47079	0.414634146	1	1	1	1	2	2	2	10
3040.inclade1.ortho1.tre	0.0113536	3.61996	0.341463415	4	1	1	1	2	2	2	13
3070.inclade1.ortho1.tre	0.0604675	7.59887	0.43902439	4	1	1	1	2	2	2	13
1799.inclade1.ortho1.tre	0.268292683			3	1	1	1	2	2	1	11
1934.inclade1.ortho1.tre	0.243902439			4	1	1	1	2	2	1	12
1966.inclade1.ortho1.tre	0.195121951			4	1	1	1	2	2	2	13
2151.inclade1.ortho1.tre	0.268292683			3	1	1	1	2	2	1	11
2374.inclade1.ortho1.tre	0.292682927			4	1	1	1	2	2	2	13
2398.inclade1.ortho1.tre	0.317073171			4	1	1	1	2	2	2	13
2413.inclade1.ortho1.tre	0.390243902			4	1	1	1	2	2	2	13
2569.inclade1.ortho1.tre	0.317073171			4	1	1	1	2	2	2	13
2791.inclade1.ortho1.tre	0.170731707			3	1	1	1	2	2	2	12
2806.inclade1.ortho1.tre	0.292682927			4	1	1	1	2	2	2	13
2890.inclade1.ortho1.tre	0.43902439			3	1	1	1	2	2	2	12
2909.inclade1.ortho1.tre	0.390243902			4	1	1	1	2	2	2	13
2912.inclade1.ortho1.tre	0.365853659			4	1	1	1	2	2	2	13
2990.inclade1.ortho1.tre	0.170731707			3	1	1	1	2	2	2	12
2991.inclade1.ortho1.tre	0.365853659			3	1	1	1	2	2	2	12
2994.inclade1.ortho1.tre	0.292682927			4	1	1	1	2	2	1	12
3003.inclade1.ortho1.tre	0.170731707			4	1	1	1	2	2	2	13
2901.inclade1.ortho1.tre	0.00979209	3.61883	0.390243902	4	1	1	1	2	1	0	10
2213.inclade1.ortho1.tre	0.0246945	5.66838	0.219512195	4	1	1	1	2	1	1	11
2249.inclade1.ortho1.tre	0.00598486	2.91622	0.170731707	3	1	1	1	2	1	1	10
2934.inclade1.ortho1.tre	0.0177029	3.50011	0.243902439	4	1	1	1	2	1	1	11
2143.inclade1.ortho1.tre	0.0219966	4.6638	0.365853659	4	1	1	1	2	1	2	12
2573.inclade1.ortho1.tre	0.015109	3.78751	0.292682927	3	1	1	1	2	1	2	11
2657.inclade1.ortho1.tre	0.0298229	6.76797	0.463414634	2	1	1	1	2	1	2	10
2423.inclade1.ortho1.tre	0.317073171			4	1	1	1	2	1	2	12
2602.inclade1.ortho1.tre	0.317073171			4	1	1	1	2	1	2	12
2960.inclade1.ortho1.tre	0.195121951			1	1	1	1	2	1	2	9
1754.inclade1.ortho1.tre	0.00886379	3.12004	0.243902439	3	1	1	1	2	0	1	9
2220.inclade1.ortho1.tre	0.108118	6.5829	0.317073171	3	1	1	1	2	0	2	10
3061.inclade1.ortho1.tre	0.0275547	3.6643	0.219512195	4	1	1	1	1	2	0	10
1408.inclade1.ortho1.tre	0.0137455	4.85679	0.146341463	4	1	1	1	1	2	1	11
2916.inclade1.ortho1.tre	0.0323761	4.69868	0.12195122	3	1	1	1	1	2	1	10
955.inclade1.ortho1.tre	0.0230495	6.99224	0.195121951	3	1	1	1	1	2	1	10
2590.inclade1.ortho1.tre	0.00691709	4.17349	0.414634146	4	1	1	1	1	2	2	12
2614.inclade1.ortho1.tre	0.00748792	3.73499	0.268292683	4	1	1	1	1	2	2	12
3042.inclade1.ortho1.tre	0.00623393	2.34117	0.243902439	2	1	1	1	1	2	2	10
1426.inclade1.ortho1.tre	0.195121951			4	1	1	1	1	2	1	11
2407.inclade1.ortho1.tre	0.219512195			4	1	1	1	1	2	2	12
2927.inclade1.ortho1.tre	0.037899	4.68825	0.292682927	3	1	1	1	1	1	1	9
2936.inclade1.ortho1.tre	0.0359014	5.15712	0.341463415	3	1	1	1	1	1	1	9
2450.inclade1.ortho1.tre	0.0237568	4.71863	0.341463415	4	1	1	0	2	2	0	10
2866.inclade1.ortho1.tre	0.0105415	4.82219	0.243902439	4	1	1	0	2	2	0	10
2440.inclade1.ortho1.tre	0.00550823	3.76092	0.243902439	3	1	1	0	2	2	1	10
2074.inclade1.ortho1.tre	0.0127309	3.89513	0.195121951	4	1	1	0	2	2	2	12
2620.inclade1.ortho1.tre	0.00756732	2.89526	0.170731707	4	1	1	0	2	2	2	12
2721.inclade1.ortho1.tre	0.00335445	2.73174	0.292682927	4	1	1	0	2	2	2	12
2749.inclade1.ortho1.tre	0.015489	4.42342	0.341463415	4	1	1	0	2	2	2	12
2999.inclade1.ortho1.tre	0.00735056	3.39013	0.463414634	4	1	1	0	2	2	2	12
3069.inclade1.ortho1.tre	0.0280097	5.35012	0.512195122	4	1	1	0	2	2	2	12
2831.inclade1.ortho1.tre	0.170731707			3	1	1	0	2	2	1	10
3037.inclade1.ortho1.tre	0.268292683			3	1	1	0	2	2	1	10
2314.inclade1.ortho1.tre	0.0664449	6.01529	0.195121951	4	1	1	0	2	1	1	10
2917.inclade1.ortho1.tre	0.00721143	4.33925	0.268292683	3	1	1	0	2	1	2	10
2459.inclade1.ortho1.tre	0.0131959	3.23281	0.146341463	2	1	1	0	1	2	0	7
2679.inclade1.ortho1.tre	0.0160023	4.00003	0.195121951	4	1	1	0	1	2	1	10
1092.inclade1.ortho1.tre	0.00916904	6.23142	0.292682927	2	1	0	1	2	2	0	8
1126.inclade1.ortho1.tre	0.022935	4.83587	0.219512195	1	1	0	1	2	2	0	7
1695.inclade1.ortho1.tre	0.0147181	5.05071	0.317073171	3	1	0	1	2	2	0	9
1737.inclade1.ortho1.tre	0.0299508	6.31457	0.341463415	2	1	0	1	2	2	0	8
1955.inclade1.ortho1.tre	0.0173354	6.79247	0.243902439	4	1	0	1	2	2	0	10
2153.inclade1.ortho1.tre	0.0560497	4.9188	0.219512195	4	1	0	1	2	2	0	10
2230.inclade1.ortho1.tre	0.02576	6.98721	0.195121951	4	1	0	1	2	2	0	10
2604.inclade1.ortho1.tre	0.123611	9.48216	0.292682927	2	1	0	1	2	2	0	8
2725.inclade1.ortho1.tre	0.00751125	3.31327	0.170731707	1	1	0	1	2	2	0	7
2895.inclade1.ortho1.tre	0.0380852	8.18497	0.536585366	4	1	0	1	2	2	0	10
3041.inclade1.ortho1.tre	0.0121106	3.76228	0.195121951	3	1	0	1	2	2	0	9
721.inclade1.ortho1.tre	0.00966352	3.10722	0.243902439	4	1	0	1	2	2	0	10
75.inclade1.ortho1.tre	0.0112827	3.87252	0.12195122	3	1	0	1	2	2	0	9
930.inclade1.ortho1.tre	0.00459112	4.01134	0.219512195	1	1	0	1	2	2	0	7
1015.inclade1.ortho1.tre	0.0108975	3.9827	0.219512195	4	1	0	1	2	2	1	11
1064.inclade1.ortho1.tre	0.0144811	5.28148	0.195121951	1	1	0	1	2	2	1	8
1083.inclade1.ortho1.tre	0.0234613	5.17496	0.243902439	2	1	0	1	2	2	1	9
1204.inclade1.ortho1.tre	0.0239871	6.81168	0.268292683	4	1	0	1	2	2	1	11
1255.inclade1.ortho1.tre	0.00529719	2.81133	0.268292683	4	1	0	1	2	2	1	11
1281.inclade1.ortho1.tre	0.00864243	3.70045	0.243902439	3	1	0	1	2	2	1	10
1445.inclade1.ortho1.tre	0.0100021	4.14905	0.292682927	4	1	0	1	2	2	1	11
1464.inclade1.ortho1.tre	0.0238405	7.12492	0.292682927	4	1	0	1	2	2	1	11
1547.inclade1.ortho1.tre	0.0161521	4.94282	0.292682927	4	1	0	1	2	2	1	11
1558.inclade1.ortho1.tre	0.0105055	4.17516	0.195121951	3	1	0	1	2	2	1	10
1588.inclade1.ortho1.tre	0.0149962	5.68375	0.195121951	2	1	0	1	2	2	1	9
1604.inclade1.ortho1.tre	0.0129925	4.44767	0.195121951	3	1	0	1	2	2	1	10
1615.inclade1.ortho1.tre	0.00440437	4.06259	0.268292683	3	1	0	1	2	2	1	10
1616.inclade1.ortho1.tre	0.0129675	6.20792	0.365853659	4	1	0	1	2	2	1	11
1628.inclade1.ortho1.tre	0.0258529	4.53699	0.292682927	4	1	0	1	2	2	1	11
1629.inclade1.ortho1.tre	0.0175077	4.69427	0.317073171	4	1	0	1	2	2	1	11
1644.inclade1.ortho1.tre	0.0288641	5.51991	0.414634146	4	1	0	1	2	2	1	11
1653.inclade1.ortho1.tre	0.00681977	4.16352	0.341463415	4	1	0	1	2	2	1	11
1670.inclade1.ortho1.tre	0.0228595	5.71865	0.414634146	4	1	0	1	2	2	1	11
170.inclade1.ortho1.tre	0.00826652	4.35804	0.195121951	4	1	0	1	2	2	1	11
1759.inclade1.ortho1.tre	0.00407386	3.79842	0.219512195	2	1	0	1	2	2	1	9
1812.inclade1.ortho1.tre	0.00545314	2.81683	0.268292683	4	1	0	1	2	2	1	11
1900.inclade1.ortho1.tre	0.0159415	5.05524	0.268292683	3	1	0	1	2	2	1	10
1908.inclade1.ortho1.tre	0.0034312	3.44052	0.268292683	4	1	0	1	2	2	1	11
1922.inclade1.ortho1.tre	0.0114513	3.91047	0.243902439	4	1	0	1	2	2	1	11
1926.inclade1.ortho1.tre	0.00878415	4.39401	0.243902439	3	1	0	1	2	2	1	10
1937.inclade1.ortho1.tre	0.016544	5.01461	0.317073171	4	1	0	1	2	2	1	11
1985.inclade1.ortho1.tre	0.0183223	4.8932	0.219512195	3	1	0	1	2	2	1	10
2023.inclade1.ortho1.tre	0.0204505	6.5233	0.146341463	4	1	0	1	2	2	1	11
2076.inclade1.ortho1.tre	0.016686	5.25136	0.146341463	3	1	0	1	2	2	1	10
2079.inclade1.ortho1.tre	0.0282067	5.50716	0.268292683	3	1	0	1	2	2	1	10
2141.inclade1.ortho1.tre	0.0522735	6.51749	0.170731707	3	1	0	1	2	2	1	10
2152.inclade1.ortho1.tre	0.0231775	5.77233	0.317073171	3	1	0	1	2	2	1	10
2178.inclade1.ortho1.tre	0.0260677	6.31292	0.365853659	4	1	0	1	2	2	1	11
2199.inclade1.ortho1.tre	0.067578	4.96318	0.195121951	4	1	0	1	2	2	1	11
2231.inclade1.ortho1.tre	0.0139173	3.53623	0.317073171	4	1	0	1	2	2	1	11
2235.inclade1.ortho1.tre	0.0119099	3.55634	0.341463415	4	1	0	1	2	2	1	11
2245.inclade1.ortho1.tre	0.0148672	4.69328	0.268292683	2	1	0	1	2	2	1	9
2277.inclade1.ortho1.tre	0.0193688	5.21916	0.219512195	2	1	0	1	2	2	1	9
2395.inclade1.ortho1.tre	0.0105902	4.66898	0.43902439	4	1	0	1	2	2	1	11
2400.inclade1.ortho1.tre	0.0135311	3.94265	0.365853659	2	1	0	1	2	2	1	9
2422.inclade1.ortho1.tre	0.00920719	3.95151	0.365853659	3	1	0	1	2	2	1	10
2457.inclade1.ortho1.tre	0.263613	8.05991	0.268292683	3	1	0	1	2	2	1	10
2476.inclade1.ortho1.tre	0.00958469	3.38499	0.268292683	4	1	0	1	2	2	1	11
2491.inclade1.ortho1.tre	0.0114919	3.00353	0.268292683	4	1	0	1	2	2	1	11
2592.inclade1.ortho1.tre	0.0166766	4.85632	0.243902439	4	1	0	1	2	2	1	11
2608.inclade1.ortho1.tre	0.0209623	5.27282	0.487804878	4	1	0	1	2	2	1	11
2623.inclade1.ortho1.tre	0.0193595	4.37211	0.341463415	4	1	0	1	2	2	1	11
2659.inclade1.ortho1.tre	0.00962721	4.98453	0.12195122	3	1	0	1	2	2	1	10
2699.inclade1.ortho1.tre	0.157581	7.82207	0.243902439	1	1	0	1	2	2	1	8
2744.inclade1.ortho1.tre	0.024823	5.44345	0.390243902	4	1	0	1	2	2	1	11
2795.inclade1.ortho1.tre	0.0197443	4.98093	0.43902439	3	1	0	1	2	2	1	10
2811.inclade1.ortho1.tre	0.00322393	3.42652	0.365853659	4	1	0	1	2	2	1	11
2821.inclade1.ortho1.tre	1.20507	9.54683	0.195121951	3	1	0	1	2	2	1	10
2864.inclade1.ortho1.tre	0.0135632	4.03219	0.317073171	4	1	0	1	2	2	1	11
2918.inclade1.ortho1.tre	0.00504516	3.07224	0.365853659	4	1	0	1	2	2	1	11
2938.inclade1.ortho1.tre	0.0129264	4.66388	0.365853659	4	1	0	1	2	2	1	11
2957.inclade1.ortho1.tre	0.0118278	3.1407	0.195121951	4	1	0	1	2	2	1	11
356.inclade1.ortho1.tre	0.0172598	4.76666	0.243902439	3	1	0	1	2	2	1	10
429.inclade1.ortho1.tre	0.015116	3.96577	0.292682927	4	1	0	1	2	2	1	11
56.inclade1.ortho1.tre	0.0232779	3.83621	0.097560976	3	1	0	1	2	2	1	10
610.inclade1.ortho1.tre	0.0452547	5.37858	0.097560976	2	1	0	1	2	2	1	9
658.inclade1.ortho1.tre	0.0127684	5.35992	0.170731707	3	1	0	1	2	2	1	10
744.inclade1.ortho1.tre	0.00738129	3.69856	0.317073171	3	1	0	1	2	2	1	10
836.inclade1.ortho1.tre	0.283371	10.5274	0.219512195	3	1	0	1	2	2	1	10
852.inclade1.ortho1.tre	0.00714263	4.50655	0.268292683	3	1	0	1	2	2	1	10
870.inclade1.ortho1.tre	0.025015	5.23613	0.292682927	4	1	0	1	2	2	1	11
1062.inclade1.ortho1.tre	0.0211077	5.36369	0.243902439	4	1	0	1	2	2	2	12
1178.inclade1.ortho1.tre	0.024282	4.30921	0.268292683	2	1	0	1	2	2	2	10
1237.inclade1.ortho1.tre	0.0166615	4.1301	0.268292683	3	1	0	1	2	2	2	11
1454.inclade1.ortho1.tre	0.0500145	5.9341	0.12195122	3	1	0	1	2	2	2	11
1477.inclade1.ortho1.tre	0.0172621	4.92785	0.341463415	3	1	0	1	2	2	2	11
1508.inclade1.ortho1.tre	0.017227	6.10351	0.146341463	3	1	0	1	2	2	2	11
1638.inclade1.ortho1.tre	0.0656668	5.88297	0.219512195	4	1	0	1	2	2	2	12
1641.inclade1.ortho1.tre	0.00876794	4.44974	0.170731707	3	1	0	1	2	2	2	11
1678.inclade1.ortho1.tre	0.0488164	6.47631	0.341463415	4	1	0	1	2	2	2	12
1731.inclade1.ortho1.tre	0.00733012	3.4155	0.341463415	4	1	0	1	2	2	2	12
1779.inclade1.ortho1.tre	0.0076895	3.74844	0.317073171	2	1	0	1	2	2	2	10
1885.inclade1.ortho1.tre	0.00860047	3.47797	0.170731707	3	1	0	1	2	2	2	11
1910.inclade1.ortho1.tre	0.0190424	5.34288	0.219512195	4	1	0	1	2	2	2	12
1914.inclade1.ortho1.tre	0.00945428	4.42334	0.317073171	4	1	0	1	2	2	2	12
1938.inclade1.ortho1.tre	0.0186572	5.17011	0.365853659	4	1	0	1	2	2	2	12
1952.inclade1.ortho1.tre	0.00668792	4.03605	0.317073171	3	1	0	1	2	2	2	11
1982.inclade1.ortho1.tre	0.00794494	3.46514	0.268292683	2	1	0	1	2	2	2	10
1984.inclade1.ortho1.tre	0.00532218	3.93151	0.219512195	4	1	0	1	2	2	2	12
1991.inclade1.ortho1.tre	0.0145956	4.76507	0.463414634	4	1	0	1	2	2	2	12
1992.inclade1.ortho1.tre	0.00371333	3.30187	0.292682927	4	1	0	1	2	2	2	12
2139.inclade1.ortho1.tre	0.0217693	5.00718	0.414634146	4	1	0	1	2	2	2	12
2140.inclade1.ortho1.tre	0.0161159	4.89513	0.292682927	2	1	0	1	2	2	2	10
2144.inclade1.ortho1.tre	0.0171825	4.82076	0.243902439	4	1	0	1	2	2	2	12
2185.inclade1.ortho1.tre	0.0119472	4.31302	0.463414634	4	1	0	1	2	2	2	12
2219.inclade1.ortho1.tre	0.0107479	4.31138	0.390243902	4	1	0	1	2	2	2	12
2232.inclade1.ortho1.tre	0.0748313	5.87449	0.341463415	3	1	0	1	2	2	2	11
2233.inclade1.ortho1.tre	0.00704127	4.674	0.341463415	3	1	0	1	2	2	2	11
2256.inclade1.ortho1.tre	0.0123199	6.99699	0.317073171	3	1	0	1	2	2	2	11
2257.inclade1.ortho1.tre	0.0225714	6.5088	0.414634146	3	1	0	1	2	2	2	11
2268.inclade1.ortho1.tre	0.0119967	3.8638	0.268292683	4	1	0	1	2	2	2	12
2285.inclade1.ortho1.tre	0.0224783	3.21598	0.317073171	4	1	0	1	2	2	2	12
2295.inclade1.ortho1.tre	0.0178194	6.09265	0.341463415	4	1	0	1	2	2	2	12
2300.inclade1.ortho1.tre	0.0264	4.62769	0.219512195	4	1	0	1	2	2	2	12
2310.inclade1.ortho1.tre	0.0161188	4.87768	0.243902439	4	1	0	1	2	2	2	12
2378.inclade1.ortho1.tre	0.0431566	5.81965	0.219512195	4	1	0	1	2	2	2	12
2380.inclade1.ortho1.tre	0.0255444	5.47285	0.317073171	4	1	0	1	2	2	2	12
2396.inclade1.ortho1.tre	0.00844587	4.742	0.268292683	4	1	0	1	2	2	2	12
2406.inclade1.ortho1.tre	0.00993939	4.79113	0.414634146	4	1	0	1	2	2	2	12
2428.inclade1.ortho1.tre	0.0311213	5.08695	0.292682927	4	1	0	1	2	2	2	12
2435.inclade1.ortho1.tre	0.00974346	4.48255	0.268292683	3	1	0	1	2	2	2	11
2467.inclade1.ortho1.tre	0.0103043	5.39007	0.487804878	4	1	0	1	2	2	2	12
2481.inclade1.ortho1.tre	0.0172945	5.00069	0.390243902	4	1	0	1	2	2	2	12
2482.inclade1.ortho1.tre	0.0175074	4.72861	0.341463415	4	1	0	1	2	2	2	12
2516.inclade1.ortho1.tre	0.00534994	4.16847	0.365853659	4	1	0	1	2	2	2	12
2553.inclade1.ortho1.tre	0.0252913	4.35433	0.292682927	4	1	0	1	2	2	2	12
2566.inclade1.ortho1.tre	0.015016	5.67779	0.390243902	4	1	0	1	2	2	2	12
2570.inclade1.ortho1.tre	0.0139659	4.23025	0.097560976	3	1	0	1	2	2	2	11
2572.inclade1.ortho1.tre	0.01251	3.59305	0.365853659	3	1	0	1	2	2	2	11
2585.inclade1.ortho1.tre	0.0100739	4.29294	0.43902439	4	1	0	1	2	2	2	12
2588.inclade1.ortho1.tre	0.0129806	5.5839	0.243902439	3	1	0	1	2	2	2	11
2610.inclade1.ortho1.tre	0.00639851	4.98192	0.317073171	3	1	0	1	2	2	2	11
2618.inclade1.ortho1.tre	0.0156802	4.05802	0.365853659	1	1	0	1	2	2	2	9
2641.inclade1.ortho1.tre	0.013895	6.71774	0.243902439	3	1	0	1	2	2	2	11
2643.inclade1.ortho1.tre	0.00473575	4.19523	0.292682927	4	1	0	1	2	2	2	12
2675.inclade1.ortho1.tre	0.008097	4.51704	0.365853659	4	1	0	1	2	2	2	12
2743.inclade1.ortho1.tre	0.0163099	5.48058	0.341463415	4	1	0	1	2	2	2	12
2745.inclade1.ortho1.tre	0.0152644	6.6815	0.56097561	4	1	0	1	2	2	2	12
2747.inclade1.ortho1.tre	0.0117569	4.39407	0.414634146	4	1	0	1	2	2	2	12
2755.inclade1.ortho1.tre	0.0236638	6.10203	0.536585366	4	1	0	1	2	2	2	12
2759.inclade1.ortho1.tre	0.00552976	4.58126	0.390243902	4	1	0	1	2	2	2	12
2763.inclade1.ortho1.tre	0.0070594	3.71319	0.365853659	3	1	0	1	2	2	2	11
2766.inclade1.ortho1.tre	0.013419	4.66754	0.43902439	2	1	0	1	2	2	2	10
2768.inclade1.ortho1.tre	0.0278095	6.13977	0.317073171	4	1	0	1	2	2	2	12
2798.inclade1.ortho1.tre	0.0113885	5.5662	0.219512195	3	1	0	1	2	2	2	11
2803.inclade1.ortho1.tre	0.013271	5.22469	0.317073171	3	1	0	1	2	2	2	11
2807.inclade1.ortho1.tre	0.00701874	3.5961	0.365853659	3	1	0	1	2	2	2	11
2842.inclade1.ortho1.tre	0.0248647	3.72011	0.219512195	4	1	0	1	2	2	2	12
2880.inclade1.ortho1.tre	0.0113323	4.53841	0.292682927	2	1	0	1	2	2	2	10
2881.inclade1.ortho1.tre	0.0449921	5.93138	0.512195122	4	1	0	1	2	2	2	12
2882.inclade1.ortho1.tre	0.0150774	4.42905	0.317073171	4	1	0	1	2	2	2	12
2894.inclade1.ortho1.tre	0.0240479	6.70611	0.463414634	3	1	0	1	2	2	2	11
2897.inclade1.ortho1.tre	0.0248727	5.02773	0.390243902	4	1	0	1	2	2	2	12
2898.inclade1.ortho1.tre	0.0162244	7.19886	0.414634146	3	1	0	1	2	2	2	11
2920.inclade1.ortho1.tre	0.0116849	5.12713	0.390243902	3	1	0	1	2	2	2	11
2921.inclade1.ortho1.tre	0.0157243	5.508	0.536585366	4	1	0	1	2	2	2	12
2924.inclade1.ortho1.tre	0.0225258	4.36981	0.268292683	3	1	0	1	2	2	2	11
2933.inclade1.ortho1.tre	0.0106896	3.89872	0.195121951	4	1	0	1	2	2	2	12
2935.inclade1.ortho1.tre	0.0108918	3.97764	0.195121951	4	1	0	1	2	2	2	12
2956.inclade1.ortho1.tre	0.0116238	4.44346	0.43902439	4	1	0	1	2	2	2	12
3047.inclade1.ortho1.tre	0.00407098	3.35325	0.463414634	4	1	0	1	2	2	2	12
726.inclade1.ortho1.tre	0.0823235	4.43302	0.195121951	4	1	0	1	2	2	2	12
1168.inclade1.ortho1.tre	0.12195122			3	1	0	1	2	2	1	10
1200.inclade1.ortho1.tre	0.243902439			4	1	0	1	2	2	2	12
1474.inclade1.ortho1.tre	0.341463415			4	1	0	1	2	2	2	12
1484.inclade1.ortho1.tre	0.243902439			4	1	0	1	2	2	2	12
1630.inclade1.ortho1.tre	0.243902439			2	1	0	1	2	2	2	10
1705.inclade1.ortho1.tre	0.146341463			4	1	0	1	2	2	1	11
1901.inclade1.ortho1.tre	0.219512195			3	1	0	1	2	2	2	11
1909.inclade1.ortho1.tre	0.292682927			3	1	0	1	2	2	2	11
1975.inclade1.ortho1.tre	0.219512195			4	1	0	1	2	2	1	11
2003.inclade1.ortho1.tre	0.195121951			2	1	0	1	2	2	2	10
2158.inclade1.ortho1.tre	0.317073171			3	1	0	1	2	2	1	10
2165.inclade1.ortho1.tre	0.268292683			2	1	0	1	2	2	2	10
2187.inclade1.ortho1.tre	0.365853659			4	1	0	1	2	2	2	12
2196.inclade1.ortho1.tre	0.292682927			4	1	0	1	2	2	1	11
2202.inclade1.ortho1.tre	0.317073171			4	1	0	1	2	2	2	12
2283.inclade1.ortho1.tre	0.243902439			4	1	0	1	2	2	2	12
2286.inclade1.ortho1.tre	0.414634146			4	1	0	1	2	2	2	12
2399.inclade1.ortho1.tre	0.317073171			4	1	0	1	2	2	2	12
2436.inclade1.ortho1.tre	0.43902439			4	1	0	1	2	2	2	12
2442.inclade1.ortho1.tre	0.317073171			4	1	0	1	2	2	1	11
2443.inclade1.ortho1.tre	0.195121951			3	1	0	1	2	2	1	10
2456.inclade1.ortho1.tre	0.219512195			2	1	0	1	2	2	2	10
2477.inclade1.ortho1.tre	0.365853659			2	1	0	1	2	2	2	10
2536.inclade1.ortho1.tre	0.146341463			3	1	0	1	2	2	1	10
2586.inclade1.ortho1.tre	0.414634146			1	1	0	1	2	2	2	9
2613.inclade1.ortho1.tre	0.317073171			3	1	0	1	2	2	2	11
2636.inclade1.ortho1.tre	0.317073171			4	1	0	1	2	2	2	12
2639.inclade1.ortho1.tre	0.341463415			3	1	0	1	2	2	2	11
2756.inclade1.ortho1.tre	0.390243902			4	1	0	1	2	2	2	12
2764.inclade1.ortho1.tre	0.268292683			3	1	0	1	2	2	2	11
2776.inclade1.ortho1.tre	0.341463415			4	1	0	1	2	2	2	12
2785.inclade1.ortho1.tre	0.341463415			4	1	0	1	2	2	1	11
